Index,cafes name,Overall_Rating,Cuisine,Rate for two,location,Review,Neighborhood,Ambiance,Dietary_Options,Seating_Type,Work_Friendly,Special_Features,Opening_Hours,Alternative_Milk_Options,Food_Menu,Contact Mails,Contact_Number
75,Cafe Cos,-,"Cafe, Coffee, Tea, Sandwich, Burger, Salad, Healthy Food, Beverages",750,ahmedabad,Coffee was very watery and tasteless,Suburb,Quiet,Keto-friendly,Outdoor,Yes,Live Music,9 AM - 9 PM,Almond,Only Beverages,contact@cafecos.com,9.17E+11
76,Cafe Cos,-,"Cafe, Coffee, Tea, Sandwich, Burger, Salad, Healthy Food, Beverages",750,ahmedabad,"If you're searching for a cafe that offers delicious, healthy alternatives to traditional pizza and pasta, look no further. 😍I recently had the pleasure of visiting a healthy cafe that prides itself on using multigrain and whole wheat ingredients in their pizza and pasta dishes. I must say, I was thoroughly impressed with both the quality of the food and the commitment to healthier options. Here's my detailed review:Ambiance:The cafe had a cozy and inviting atmosphere, with a modern yet warm decor. The use of natural materials and earthy colors created a pleasant dining environment. The seating arrangements were comfortable, and the staff was friendly and attentive, making for an...read more",Downtown,Lively,None,Outdoor,No,Board Games,6 AM - 8 PM,Soy,Vegan & Organic Food,contact@cafecos.com,9.18E+11
77,Cafe Cos,-,"Cafe, Coffee, Tea, Sandwich, Burger, Salad, Healthy Food, Beverages",750,ahmedabad,"I had brocoli soup previously from same restaurant, but today taste was totally different.it has more salt and pepper and some time it taste too salty and due to too much black pepper it made spicy ",City Center,Quiet,None,Both,Yes,Live Music,9 AM - 9 PM,Almond,Only Beverages,contact@cafecos.com,9.18E+11
78,Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad, superb quality and freshly made ,City Center,Quiet,Gluten-free options,Indoor,No,Pet-friendly,6 AM - 8 PM,Soy,Vegan & Organic Food,contact@creamoholiccafe.com,9.19E+11
79,Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad,superb experience.  better than any Cafe.  bet for shakes and cold coffee.  I tried dine in also and food and ambiance was unmatched.  I recommend cold coffee shake and periperi fries. you can also taste pizza sandwich and burger average to best taste.,Riverside,Cozy,Vegan-friendly,Indoor,Yes,Pet-friendly,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@creamoholiccafe.com,9.19E+11
80,Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad,Garlic bread perfection  The Garlic Bread was a wonderful addition to my meal. The delivery was quick  and the bread arrived fresh and aromatic. ,Old Town,Lively,Vegan-friendly,Outdoor,Yes,Pet-friendly,6 AM - 8 PM,Coconut,"Pastries, Sandwiches, Salads",contact@creamoholiccafe.com,9.17E+11
81,Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad, Hub Chilli Burger  fiery treat for my taste buds. The delivery was quick and the burger was well-packed. The spicy patty  along with the fresh lettuce created a perfect balance of flavors,Old Town,Rustic,Keto-friendly,Indoor,Yes,Open Mic Nights,8 AM - 11 PM,Almond,Full Breakfast & Lunch,contact@creamoholiccafe.com,9.16E+11
82,Shambhus Cafe,-,"Cafe, Fast Food",700,ahmedabad,Way taste was different as compared to prahladnagar garden cafe sambhus…most bogus literally iced crush was coming n last choclate topping was also too bad as if it was older one.,City Center,Modern,Gluten-free options,Both,No,Board Games,8 AM - 11 PM,Almond,Full Breakfast & Lunch,contact@shambhuscafe.com,9.18E+11
83,Shiva's Coffee Bar,-,"Cafe, Mexican, Pizza, South Indian, Chinese, Fast Food, Beverages, Coffee",700,ahmedabad,Wrong food item delivered.,Downtown,Quiet,Gluten-free options,Outdoor,No,Pet-friendly,9 AM - 9 PM,Almond,Only Beverages,contact@shiva'scoffeebar.com,9.16E+11
84,Shiva's Coffee Bar,-,"Cafe, Mexican, Pizza, South Indian, Chinese, Fast Food, Beverages, Coffee",700,ahmedabad,nice i loved it ,Old Town,Lively,None,Both,No,Board Games,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@shiva'scoffeebar.com,9.17E+11
85,Shiva's Coffee Bar,-,"Cafe, Mexican, Pizza, South Indian, Chinese, Fast Food, Beverages, Coffee",700,ahmedabad,good ,Suburb,Cozy,None,Indoor,Yes,Live Music,6 AM - 8 PM,Oat,Only Beverages,contact@shiva'scoffeebar.com,9.17E+11
86,Food Costa,-,"Cafe, Coffee, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",650,ahmedabad,Food and packing both was pathetic,Suburb,Rustic,Vegan-friendly,Both,Yes,Board Games,6 AM - 8 PM,Oat,Only Beverages,contact@foodcosta.com,9.18E+11
87,Food Costa,-,"Cafe, Coffee, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",650,ahmedabad,Not worth the cost. Taste was completely bland with 88% green capsicum 12% onion.,Riverside,Rustic,Keto-friendly,Outdoor,Yes,Open Mic Nights,6 AM - 8 PM,None,Full Breakfast & Lunch,contact@foodcosta.com,9.19E+11
88,Food Costa,-,"Cafe, Coffee, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",650,ahmedabad,"quality was veryyy veryyyy bad, i’ll never order from this again",City Center,Lively,Gluten-free options,Outdoor,Yes,Open Mic Nights,6 AM - 8 PM,Almond,Only Beverages,contact@foodcosta.com,9.19E+11
89,Cafe After Hours,-,"Cafe, Coffee, Shake, Beverages, Italian, Fast Food, Chinese, North Indian",500,ahmedabad,I said medium spicy with please but very spicy. what the meaning of giving cooking instruction... really upsetting situation ,Riverside,Modern,Keto-friendly,Outdoor,No,Pet-friendly,7 AM - 10 PM,None,Full Breakfast & Lunch,contact@cafeafterhours.com,9.20E+11
90,Cafe After Hours,-,"Cafe, Coffee, Shake, Beverages, Italian, Fast Food, Chinese, North Indian",500,ahmedabad,awesome food and packaging ,Old Town,Rustic,None,Both,No,Live Music,6 AM - 8 PM,Oat,Only Beverages,contact@cafeafterhours.com,9.18E+11
91,Edr Cafe,-,"Cafe, Italian, Fast Food, Beverages, Shake",350,ahmedabad,I went to have some food but that was bit costly then i asked for Jamun shots but manager replied that its seasonal. (bhai jamun ki season to chal rhi he) didnt argue n left.,Riverside,Quiet,Keto-friendly,Outdoor,Yes,Open Mic Nights,9 AM - 9 PM,Coconut,Only Beverages,contact@edrcafe.com,9.16E+11
92,Edr Cafe,-,"Cafe, Italian, Fast Food, Beverages, Shake",350,ahmedabad,WORST CAFE OF AHMEDABAD FOR SURE!,Suburb,Lively,None,Outdoor,Yes,Board Games,8 AM - 11 PM,Soy,Only Beverages,contact@edrcafe.com,9.19E+11
93,Tony Cafe,-,"Cafe, Sandwich, Burger, Pizza, Fast Food, Chinese, Shake, Beverages",700,ahmedabad,testy food new amazing food test,Old Town,Lively,None,Both,Yes,Live Music,6 AM - 8 PM,Coconut,"Pastries, Sandwiches, Salads",contact@tonycafe.com,9.19E+11
94,Tony Cafe,-,"Cafe, Sandwich, Burger, Pizza, Fast Food, Chinese, Shake, Beverages",700,ahmedabad,good ,City Center,Lively,Vegan-friendly,Both,No,Live Music,8 AM - 11 PM,None,Full Breakfast & Lunch,contact@tonycafe.com,9.17E+11
95,Tony Cafe,-,"Cafe, Sandwich, Burger, Pizza, Fast Food, Chinese, Shake, Beverages",700,ahmedabad,Best food and place so good with dance place and food test of mumbai 😋 yummy best place in naroda so yummy,City Center,Modern,Vegan-friendly,Indoor,Yes,Live Music,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@tonycafe.com,9.19E+11
96,Cafe Kyzo,4.1,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Burger, Fast Food",600,ahmedabad,"The burgers are juicy, crisp, authentic and tasty, something i had been searching for a while. Definitely a perfect combo with fresh mocktails and coffee. Loved it.",City Center,Lively,Vegan-friendly,Outdoor,No,Open Mic Nights,9 AM - 9 PM,None,Full Breakfast & Lunch,contact@cafekyzo.com,9.18E+11
97,The Avenue Cafe,3.6,"Cafe, Fast Food, Coffee, Beverages, Sandwich",600,ahmedabad,Black plastic found in chhole..image attached,Riverside,Lively,None,Indoor,No,Pet-friendly,8 AM - 11 PM,Soy,Vegan & Organic Food,contact@theavenuecafe.com,9.18E+11
98,The Avenue Cafe,3.6,"Cafe, Fast Food, Coffee, Beverages, Sandwich",600,ahmedabad,The best cafe in the town! The coffee is amazing and the atmosphere is so cozy. Highly recommend!,Suburb,Quiet,Vegan-friendly,Both,Yes,Pet-friendly,9 AM - 9 PM,None,Only Beverages,contact@theavenuecafe.com,9.20E+11
99,Ares Cafe,-,"Cafe, Fast Food, Sandwich, Pizza, Wraps, Chinese, Shake, Beverages",700,ahmedabad,Food quality was not good. Not found any paneer into the Panini,City Center,Quiet,Keto-friendly,Indoor,No,Open Mic Nights,7 AM - 10 PM,Coconut,"Pastries, Sandwiches, Salads",contact@arescafe.com,9.19E+11
100,Ares Cafe,-,"Cafe, Fast Food, Sandwich, Pizza, Wraps, Chinese, Shake, Beverages",700,ahmedabad,All the food spilled in the bag. Similar review is already given by another customer few days back. Does zomato really care on feedback or is just a formality,Downtown,Quiet,Keto-friendly,Both,No,None,7 AM - 10 PM,Soy,Vegan & Organic Food,contact@arescafe.com,9.19E+11
101,Veronica's,3.2,Cafe,"1,500",mumbai,"I feel this place is overhyped because of Instagram. There is nothing special or different about this place. It’s just like many other cafés/restaurants. The menu is very similar to many other places. the food choice is EXTREMELY POOR. THE BEVERAGE MENU HAS MORE OPTIONS THAN THE FOOD MENU.  THE PLACE IS really small and the seating system is really bad too, they made us sit on a two person table when we were 3 of us and refused to give us a 4 person table and we sat pretty uncomfortably. Also the rates are very expensive just because of its location. The taste of food is also very basic and average. Usually when a place is expensive and the taste of the food is good, a person won’t...read more",City Center,Lively,Vegan-friendly,Indoor,No,None,6 AM - 8 PM,None,Vegan & Organic Food,contact@veronica's.com,9.16E+11
102,Veronica's,3.2,Cafe,"1,500",mumbai,"visited this place with my family, the food was good but the staff very annoying.He kept talking rudely and loudly  like he was doing us a favour by taking our order. He was later replaced by a normal polite guy, hence didn't complain.Guys please make a note of it!",Riverside,Quiet,Keto-friendly,Indoor,No,None,6 AM - 8 PM,None,Full Breakfast & Lunch,contact@veronica's.com,9.17E+11
103,Veronica's,3.2,Cafe,"1,500",mumbai,Busted cold brew it was a mess it was spoilt is what I mean from this review I love their food but this takes away from it,Downtown,Lively,Keto-friendly,Outdoor,Yes,Board Games,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@veronica's.com,9.17E+11
104,Pune Baking Company - JW Marriott Pune,4.5,"Cafe, Sandwich, Desserts","1,300",pune,"Ordered their chocolate milkshake, chocolate frappe and strawberry milkshake and was super dissatisfied & disappointed.. super sweet, not really cold and honestly much better can be done at home. Did not really expect that. Chocolate croissant and butter croissant was excellent though.",Suburb,Modern,Keto-friendly,Both,No,Board Games,8 AM - 11 PM,Soy,Vegan & Organic Food,contact@punebakingcompany-jwmarriottpune.com,9.19E+11
105,Pune Baking Company - JW Marriott Pune,4.5,"Cafe, Sandwich, Desserts","1,300",pune,"Looked up for good bakeries around Pune and reached here. Ordered coffee, berry frappe , danish pastry. The coffee was good , dont remember the name of the brew. The berry frappe was worth 350 rs. And consisted of churned milk with vanilla ice cream and strawberry syrup with whipped cream on the top. I think regular shakes available in local joints tastes better than this. It was uber sweet and had no 'berry' whatsoever. Poor attempt at such a renowned hotel! The danish pastry was another disappointment. Topped with what seemed like stale mango shrikhand and cubes of stale mango, it was another bad outcome. We asked to talk to the chef but was not ultimately able to. Would NOT...read more",Suburb,Lively,Vegan-friendly,Both,Yes,Open Mic Nights,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@punebakingcompany-jwmarriottpune.com,9.18E+11
106,Pune Baking Company - JW Marriott Pune,4.5,"Cafe, Sandwich, Desserts","1,300",pune,This place was one of our favourite once upon a time… but now it’s become beyond pathetic. The Blt sandwich had one piece of bacon and one piece of mini tomato and that’s it just bread…last time we also faced the same issue with the quality inspite of complaining they haven’t taken any action and argue with us that everything is right. We have been regular here for almost 12 years so it’s really dreadful experience…we will now discontinue going to this place and pass on this to our family friends as well. Guys really sad to see this ,Riverside,Cozy,Vegan-friendly,Both,Yes,Pet-friendly,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@punebakingcompany-jwmarriottpune.com,9.19E+11
107,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,"The tea lounge is on the ground floor itself open hall area, dress code is none but smart casuals work (boys get your shoes on, girls can go for heels or sandals!)One should definitely go for the tea buffet packages which costs 825+ tax (9%), For unlimited beverages we tried most of the teas on menu (my personal fav being blue earl grey) and mocchiato coffee.The food is not unlimited though, it comes as shown in the photo, top layer of finger sandwiches three types (2 pieces of each) we opted for all three nonveg sandwiches which were present on the menu, I skipped ham so they replaced it with chicken sandwich luckily.The next two layers were sweet and savoury, again one piece of...read more",Riverside,Rustic,Vegan-friendly,Both,No,Pet-friendly,8 AM - 11 PM,Almond,Vegan & Organic Food,contact@theritz-carltontealounge:theritz-carlton.com,9.19E+11
108,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,"Coffee, midnight talks, peace, wonderful service, comfort and what all can one experience. Addiction get rigid here and refusal to coffee is far gone.",Downtown,Rustic,Gluten-free options,Outdoor,Yes,Open Mic Nights,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@theritz-carltontealounge:theritz-carlton.com,9.19E+11
109,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,Yummmmm,Suburb,Rustic,Gluten-free options,Outdoor,Yes,Open Mic Nights,8 AM - 11 PM,Coconut,Vegan & Organic Food,contact@theritz-carltontealounge:theritz-carlton.com,9.17E+11
110,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,"Totally mesmerised by Ritz Carlton Tea Lounge Experience. We went on a weekday so it was less crowded. My husband opted for “Hi Tea” set buffet and I ala-carte. I can sense quality of food by its taste and aroma. They have wide range of coffee, tea and other cold beverages. Service was prompt and it was super neat & clean. I would love to visit again with my friends & family. ",Downtown,Cozy,None,Outdoor,Yes,None,9 AM - 9 PM,Oat,Full Breakfast & Lunch,contact@theritz-carltontealounge:theritz-carlton.com,9.18E+11
111,The Ritz-Carlton Tea Lounge: The Ritz-Carlton,4.3,"Cafe, Tea, Desserts","2,000",pune,Ordered a cake got a kheer..🤯😰 disappointed. Plz secre the cake before dispatch and delivery guys should be extra carefull with the cake.,Old Town,Modern,Vegan-friendly,Indoor,Yes,Live Music,7 AM - 10 PM,Oat,Only Beverages,contact@theritz-carltontealounge:theritz-carlton.com,9.17E+11
112,Le Coffee House,3.7,Cafe,350,pune,"no ventilation or air conditioning, lemon soda tasted like laundry water, stale shrunken fries from God knows what era, cold coffee tasted like thinned out mala's chocolate syrup. Bread bash next to it is a far better option and serves fresh fries",Old Town,Modern,Keto-friendly,Outdoor,Yes,None,7 AM - 10 PM,Oat,Only Beverages,contact@lecoffeehouse.com,9.18E+11
113,Le Coffee House,3.7,Cafe,350,pune,Very few place in town who serve really good sandwich and coffee and le coffee house is one of it. There thick coffee and Bombay grilled sandwich are to die for. Really loved it.,Suburb,Cozy,Gluten-free options,Indoor,No,Pet-friendly,8 AM - 11 PM,Coconut,Vegan & Organic Food,contact@lecoffeehouse.com,9.20E+11
114,Le Coffee House,3.7,Cafe,350,pune,Best Bombay Grilled Sandwich Ever! One Must Try It! Nice and Beautiful Ambience! And Staff was Quite Fast and Polite!,Downtown,Lively,Vegan-friendly,Indoor,No,Live Music,7 AM - 10 PM,Almond,Full Breakfast & Lunch,contact@lecoffeehouse.com,9.19E+11
115,Le Flamington,4.9,"Cafe, European",700,pune,The review is late but I had to put it out here visited the cafe in July with two of my friends.It was Sunday and quite empty we had ordered signature ice dark which was amazing highly recommend cannot wait to be back just to have it again.The butter croissant was  amazing fresh.We had the Bombay sandwich and chicken sandwich the portion the taste everything was on point fresh.We had black forest cake and the grey which was unbelievable best deserts i ever had ❤️ Then we took the hand rolled Belgian and the one more chocolate which was freshly made for takeaway and it was amazing. Such a nice place cannot wait to be back,Old Town,Rustic,None,Both,Yes,None,6 AM - 8 PM,Coconut,"Pastries, Sandwiches, Salads",contact@leflamington.com,9.16E+11
116,Le Flamington,4.9,"Cafe, European",700,pune,"the place is on the main road, ahead of Toit. The ambience is nice with light music. The decor is nice as well. Most tables are at a distance from each other. The menu is pretty decent. Service is good and food was really good. Ordered the The Le sandwich which had ham and beef, i felt that had too much bread with 2 layers but was filling and went well with the side of masala fries which were really good. The MOC omlette was nice and fluffy with a good filing of mushroom,cheese and olives and the sour dough. The cream cheese salad was the best thing we had called for. The leaves, mushroom, olives and cream cheese went very well with the sour dough.for drinks we called for drinking...read more",City Center,Lively,Keto-friendly,Outdoor,Yes,Open Mic Nights,9 AM - 9 PM,None,Only Beverages,contact@leflamington.com,9.18E+11
